Unit,FileName,ImageID,ObjectID,BorderObject,Area,FilledArea,MajorAxisLength,MinorAxisLength,Eccentricity,Orientation,ConvexArea,Circularity,EulerNumber,EquivDiameter,Solidity,Extent,Perimeter,Centroid_x,Centroid_y,Centroid_x_pixels,Centroid_y_pixels,BoundingBox_x,BoundingBox_y,BoundingBox_w,BoundingBox_h
um,O_1.5mm5 disc011.png,1,1,0,51.2410261566612,51.2410261566612,8.27427498677116,8.22322658062732,0.110909879253319,26.6209424992964,51.4599166528572,0.840402607646825,1,8.07725824865529,0.995746388443018,0.989078443877551,27.4783638331985,5.05901447062616,5.2582742443627,78.7209639719513,81.8215523494801,1.44596585008342,1.63876129676121,7.19769667597079,7.19769667597079
um,O_1.5mm5 disc011.png,1,2,0,51.5342568213765,51.5342568213765,8.27868102942121,8.26879548754574,0.0488545454467793,-35.1943517734514,51.6375070554312,0.841975513574681,1,8.10033664075231,0.998000479884828,0.994738520408163,27.5315111113327,5.05093271642948,15.2625041868394,78.595207565315,237.49270716461,1.44596585008342,11.6641245240062,7.19769667597079,7.19769667597079
um,O_1.5mm5 disc011.png,1,3,0,51.5301268120143,51.5301268120143,8.27675887823328,8.2698314788243,0.0409052516107915,28.607345657548,51.6416370647934,0.834758939926932,1,8.10001204951415,0.997840690978887,0.994658801020408,27.6500160458907,5.04657829911279,25.2818539469043,78.5274505089364,393.399134407309,1.44596585008342,21.6894877512513,7.19769667597079,7.19769667597079
um,O_1.5mm5 disc011.png,1,4,0,51.5053467558412,51.5053467558412,8.28515969892832,8.26323136354849,0.0727076044898789,-62.931576689647,51.633377046069,0.834007243484547,1,8.09806422886568,0.997520396736522,0.994180484693878,27.6558641744399,5.05407185305041,35.3107027497203,78.6440542057574,549.453371822628,1.44596585008342,31.7148509784963,7.19769667597079,7.19769667597079
um,O_1.5mm5 disc011.png,1,5,0,51.1212558851578,51.1212558851578,8.27672942814819,8.21558833145596,0.121324553326057,89.8909438512074,51.2203761098503,0.829907729414128,1,8.06781287397694,0.998064828253508,0.995656370656371,27.6202612819534,5.07343704845376,45.3299819373757,78.9453869768945,705.358700920989,1.51023099897601,41.7402142057413,7.13343152707819,7.19769667597079
um,O_1.5mm5 disc011.png,1,6,0,51.3773164656134,51.3773164656134,8.27302386211841,8.23716896118901,0.0930006661093634,-47.4402508052551,51.5590368775497,0.840119868253667,1,8.08799301597077,0.996475488625441,0.991709183673469,27.5198148542343,5.09800341419407,55.353923275176,79.327652733119,861.336575562701,1.51023099897601,51.7655774329863,7.19769667597079,7.19769667597079
um,O_1.5mm5 disc011.png,1,7,0,50.9106254076862,50.9106254076862,8.31117338451604,8.10974384834888,0.218825505256174,26.7017768901336,51.2781962409209,0.83319148110666,1,8.05117516368044,0.992831829896907,0.982779239416408,27.5081185971358,15.0124315792054,5.19327257311302,233.601443984749,80.8100916686947,11.4070639284358,1.63876129676121,7.26196182486338,7.13343152707819
um,O_1.5mm5 disc011.png,1,8,0,50.9519255013081,50.9519255013081,8.30018700934814,8.14260554327288,0.193933341145855,30.9088092191773,51.0840858008981,0.837557886472806,1,8.05444016854464,0.997412887056351,0.99235842985843,27.447002440539,14.9958820691129,15.2160359142655,233.34392477912,236.769636054146,11.4070639284358,11.6641245240062,7.19769667597079,7.13343152707819
um,O_1.5mm5 disc011.png,1,9,0,51.1790760162284,51.1790760162284,8.28751278760517,8.2145879206529,0.132368067297713,-0.415007375574798,51.2410261566612,0.835564428511554,1,8.07237408987399,0.998791005077779,0.996782496782497,27.5416007397089,15.0111760758246,25.2622141109465,233.581907682376,393.093528082634,11.4070639284358,21.6894877512513,7.19769667597079,7.13343152707819
um,O_1.5mm5 disc011.png,1,10,0,50.9890955855678,50.9890955855678,8.27761307574228,8.16047709649095,0.167635391641823,41.6688152915916,51.3401463813537,0.831283874548944,1,8.05737754172076,0.993162255651195,0.98421556122449,27.56126587527,15.0019301800044,35.2861266213833,233.438036611048,549.070954155192,11.4070639284358,31.7148509784963,7.19769667597079,7.19769667597079
